word,phoneme,en_short,vi,hint_level
altitude,/ˈæɫtəˌtud/,height above the sea level,高度,4
alto,/ˈæɫtoʊ/,having this range,中音,2
altruism,/ˈæɫtɹuˌɪzəm/,a desire to help,利他主义,1
alum,"/ˈæɫəm/, /əˈɫəm/",one who attended a school,明矾,1
aluminum,/əˈɫumənəm/,a type of silver metal,铝,2
alumna,/əˈɫəmnə/,an old student of a school,校友,1
alumnus,/əˈɫəmnəs/,one who was a student,校友,2
amalgam,/əˈmæɫɡəm/,a mixture of different things,汞合金,1
amalgamation,/əˌmæɫɡəˈmeɪʃən/,the combination of companies,合并,1
amateur,"/ˈæməˌtɝ/, /ˈæməˌtʃɝ/",one who does a thing poorly,业余,4
amateurism,/ˈæməˌtʃɝɪzəm/,a belief in sports for fun only,业余主义,1
amazement,/əˈmeɪzmənt/,a feeling of surprise,惊愕,4
ambassador,/æmˈbæsədɝ/,a country's representative,大使,4
amber,/ˈæmbɝ/,a valuable orange yellow stone,琥珀色,3
ambidextrousness,,state of using both hands well,双手灵巧,1
ambience,/ˈæmbiəns/,the mood of a specific place,环境,2
ambiguity,/ˌæmbɪɡˈjuəti/,a thing with no clear meaning,歧义,4
ambit,,range covered by something,范围,1
ambition,/æmˈbɪʃən/,a particular goal,志向,5
ambivalence,/æmˈbɪvəɫəns/,state of mixed feelings,矛盾心理,2
ambulance,/ˈæmbjəɫəns/,vehicle to transport the sick,救护车,4
ambush,/ˈæmˌbʊʃ/,a surprise attack,伏击,2
amelioration,/əˌmiɫjɝˈeɪʃən/,the act of removing suffering,改善,1
amendment,/əˈmɛndmənt/,a change to a law,修正案,4
amends,/əˈmɛndz/,a compensation for a wrong,修正,2
amenity,/əˈmɛnəti/,a thing that makes life easier,便利设施,3
Amerasian,,one of US and Asian origin,美亚混血儿,1
Americana,/əˌmɛɹəˈkænə/,things produced in the U.S.,美洲风情,1
Americanism,/əˈmɛɹɪkəˌnɪzəm/,a unique US English word,美国主义,1
the American League,,a major league in US baseball,美国联盟,1
the American Revolution,,war for American independence,美国革命,1
American Sign Language,,a type of sign language,美国手语,1
Amerindian,/ˌæmɝˈɪndiən/,native american,美洲印第安人,1
amethyst,/ˈæmɪθɪst/,a purple stone used as gem,紫晶,1
amiability,/ˌeɪmiəˈbɪɫəti/,a friendly attitude,和蔼,1
amicability,,usual state of being friendly,友善,1
amigo,/əˈmiˌɡoʊ/,friend,朋友,2
amity,/ˈæmɪti/,a feeling of friendship,和睦,1
ammo,/ˈæˌmoʊ/,the objects shot from weapons,弹药,2
ammonia,/əˈmoʊnjə/,a cleaning liquid,氨,3
ammunition,/ˌæmjəˈnɪʃən/,the objects shot from weapons,弹药,4
amnesia,/æmˈniʒə/,memory loss,健忘症,2
amnesiac,/æmˈniziˌæk/,one suffering from memory loss,失忆的,1
amnesty,/ˈæmnəsti/,a decision to not punish,大赦,3
amniocentesis,/ˌæmnioʊˌsɛnˈtisɪs/,a test on an unborn baby,羊膜穿刺术,1
amoeba,/əˈmibə/,a single celled living thing,阿米巴,1
amorality,,quality of not having morals,不道德,1
amorousness,,the causing of sexual feelings,多情,1
amortization,/ˌæmɝtɪˈzeɪʃən/,a business term,摊销,1
amour,/ˌɑˈmuɹ/,a secret love affair,恋情,1
amp,/ˈæmp/,a device to increase volume,放大器,3
amperage,/ˈæmˌpɝɪdʒ/,strength of electric current,安培数,1
ampere,/ˈæmˌpɝ/,unit to measure current flow,安培,1
ampersand,/ˈæmpɝˌsænd/,& symbol meaning `and`,与号,1
amphetamine,/æmˈfɛtəˌmin/,a drug,安非他明,1
amphibian,/æmˈfɪbiən/,a type of animal,两栖类,1
amphitheater,/ˈæmfəθiˈeɪtɝ/,level area surrounded by hills,露天剧场,1
amplifier,/ˈæmpɫəˌfaɪɝ/,device used to increase sound,放大器,3
amplification,/ˌæmpɫəfəˈkeɪʃən/,amount of increase in power,放大,4
amplitude,/ˈæmpɫəˌtud/,a measurement of movement,振幅,1
ampule,,a small glass container,安瓿,2
amputation,/ˌæmpjəˈteɪʃən/,act of removing an arm or leg,截肢,2
amputee,/ˈæmpjəˈti/,one who has had a limb removed,截肢者,1
amulet,/ˈæmjəɫət/,object worn as a protection,护身符,2
amusement,/əmˈjuzmənt/,something that entertains,娱乐,4
anachronism,/əˈnækɹəˌnɪzəm/,one who belongs to the past,不合时宜,2
anaconda,/ˌænəˈkɑndə/,a type of large snake,蟒蛇,1
anagram,/ˈænəˌɡɹæm/,word made by changing letters,字谜,2
analgesia,,loss of ability to feel pain,镇痛,1
analgesic,/ˌænəɫˈdʒisɪk/,a drug that reduces pain,镇痛剂,1
analogue,/ˈænəˌɫɔɡ/,something similar,类似物,4
analogy,/əˈnæɫədʒi/,a comparison of two things,比喻,4
in the final analysis,,after considering everything,归根结底,1
analyst,/ˈænəɫɪst/,one who studies a thing,分析师,4
anarchism,,belief in no government or law,无政府主义,1
anarchist,/ˈænɝˌkɪst/,one who hates govt and laws,无政府主义者,2
anarchy,/ˈænɝˌki/,political disorder,无政府状态,2
anathema,/əˈnæθəmə/,one that is not liked,诅咒,1
anatomy,/əˈnætəmi/,study of parts of living things,解剖学,3
anatomist,"/əˈnætəməst/, /əˈnætəmɪst/",an expert in living structures,解剖学家,1
ancestor,/ˈænˌsɛstɝ/,one from which others evolved,祖先,4
ancestry,/ˈænsɛstɹi/,one's family in the past,祖先,4
anchor,/ˈæŋkɝ/,tool to hold a boat in place,锚,4
anchorage,"/ˈæŋkɝədʒ/, /ˈæŋkɹɪdʒ/",a place to secure boats,锚地,4
anchorite,,one who is religious and alone,隐士,1
anchorman,"/ˈæŋkɝˌmæn/, /ˈæŋkɝmən/",one who reads the news on TV,主持人,1
anchorwoman,,a woman who reports the news,女主播,1
anchovy,"/ˈænˌtʃoʊvi/, /ænˈtʃoʊvi/",a small fish,凤尾鱼,1
andante,/ɑnˈdɑnteɪ/,a slow piece of music,行板,1
andiron,/ˈænˌdaɪɝn/,a metal stand for wood,安迪龙,1
androgyny,/ænˈdɹɔdʒəni/,showing qualities of both sexes,雌雄同体,1
android,/ˈænˌdɹɔɪd/,robot that looks like a person,安卓,2
anecdote,/ˈænəkˌdoʊt/,a short story,轶事,4
anemia,/əˈnimiə/,lack of red blood cells,贫血,2
anemone,"/ˈænɪˌmoʊn/, /əˈnɛməni/",a sea animal,海葵,1
anesthesia,/ˌænɪsˈθiʒə/,loss of feeling by drugs,麻醉,2
anesthesiologist,/ˌænəsˌθiziˈɑɫədʒəst/,a kind of doctor,麻醉师,2
anesthetic,/ˌænəsˈθɛtɪk/,a drug to reduce pain,麻药,2
anesthetist,/əˈnɛsθətəst/,specialist in pain relief,麻醉师,1
angel,/ˈeɪndʒəɫ/,one who is very kind or beautiful,天使,4
angina,/ænˈdʒaɪnə/,a type of heart disease,心绞痛,2
angler,/ˈæŋɡɫɝ/,one who catches fish for joy,钓鱼者,1
Anglican,/ˈæŋɡɫəkən/,member of the Church of England,英国圣公会,3
Anglicanism,,of the Church of England,英国国教,1
Anglo,/ˈæŋɡɫoʊ/,white person living in the US,盎格鲁,1
Anglophile,/ˈænɡɫəˌfaɪɫ/,one who admires England,亲英派,1
Anglophobe,,one who does not like England,仇英心理,1
Anglo-Saxon,,an old type of English,盎格鲁撒克逊人,3
angora,/æŋˈɡɔɹə/,type of animal with long hair,安哥拉山,2
angst,/ˈɑŋkst/,a strong worried feeling,焦虑,2
anguish,/ˈæŋɡwɪʃ/,extreme suffering,痛苦,4
angularity,,the property of having angles,棱角度,1
animation,/ˌænəˈmeɪʃən/,a way of making a movie,动画片,4
animator,/ˈænəˌmeɪtɝ/,one who makes movies with drawings,动画师,1
anime,/ˌænɪˈmeɪ/,a style of movies with drawings,日本动画片,1
animism,/ˈænəˌmɪzəm/,a belief in spirits,万物有灵论,1
animosity,/ˌænəˈmɑsəti/,a feeling of dislike,敌意,2
animus,/ˈænɪməs/,a feeling of hate,敌意,1
anise,/ˈænəs/,a kind of plant,八角,2
aniseed,/ˈænəˌsid/,the seed of a plant,八角,1
anisette,/ˌænəˈsɛt/,a sweet drink with alcohol,茴香酒,1
ankle,/ˈæŋkəɫ/,joint between the foot and leg,踝,5
anklet,/ˈæŋkɫɪt/,jewelry worn above the foot,脚链,1
annals,/ˈænəɫz/,official records of a company,志,2
annexation,/ˌænɛkˈseɪʃən/,the formal act of acquiring,吞并,4
annex,"/ˈæˌnɛks/, /əˈnɛks/",to add to a country,附件,4
annihilation,/əˌnaɪəˈɫeɪʃən/,complete destruction,歼灭,2
anniversary,/ˌænəˈvɝsɝi/,a celebrated date,周年纪念日,5
annotation,/ˌænəˈteɪʃən/,the act of adding notes,注解,1
announcer,/əˈnaʊnsɝ/,one who gives information,播音员,2
annoyance,/əˈnɔɪəns/,slight anger,烦恼,4
annuity,"/əˈnuəti/, /əˈnuɪti/, /ənˈjuɪti/",investment that pays each year,年金,1
annulment,/ˈænəɫmənt/,the act of cancelling,废除,2
the Annunciation,,a Christian holiday,天使报喜,1
anode,/ˈæˌnoʊd/,part of an electric device,阳极,1
anointment,,the act of applying oil,膏油,1
anomaly,/əˈnɑməɫi/,something that is not usual,异常,2
anonymity,/ˌænəˈnɪmɪti/,the state of being unknown,匿名,4
anorak,/ˈænɝˌæk/,a jacket with a cap,风衣,1
anorexia,/ˌænɝˈɛksiə/,an eating disorder,厌食症,3
anorexic,/ˌænɝˈɛksɪk/,one with an eating problem,厌食症,2
A. N. Other,,to refer to an unknown person,其他,1
answerphone,,a machine that takes calls,电话答录机,1
ant,/ˈænt/,a kind of small insect,蚂蚁,4
ants in your pants,,a strong desire to be active,你裤子里有蚂蚁,1
antacid,/ænˈtæsəd/,medicine that prevents pain,抗酸剂,2
antagonism,/ænˈtæɡəˌnɪzəm/,a strong feeling of dislike,对抗,4
antagonist,/ænˈtæɡənəst/,one who opposes another,拮抗剂,4
the Antarctic Circle,,imaginary line around the Earth,南极圈,1
ante,/ˈænti/,money needed to start a game,赌注,2
anteater,/ˈænˌtitɝ/,an animal that eats insects,食蚁兽,1
antecedent,"/ˌænˈtɛsədənt/, /ˌæntɪˈsidənt/",a word represented by another,先行词,1
antechamber,/ˈæntɛˌtʃeɪmbɝ/,a waiting room,前厅,1
antelope,/ˈæntəˌɫoʊp/,a type of animal,羚羊,2
antenna,/ænˈtɛnə/,device to send or receive signals,天线,4
anteroom,,a waiting room,接待室,1
anthem,/ˈænθəm/,a formal song of praise,国歌,3
anther,,a part of a flower,花药,1
anthill,/ˈæntˌhɪɫ/,a raised area built by insects,垤,1
anthology,/ænˈθɑɫədʒi/,a collection of works,选集,2
anthracite,/ˈænθɹəˌsaɪt/,a hard type of coal,无烟煤,1
anthrax,/ˈænθɹæks/,a serious animal disease,炭疽病,2
anthropology,/ˌænθɹəˈpɑɫədʒi/,the study of human beings,人类学,3
anthropologist,"/ˌænθɹəˈpɑɫədʒəst/, /ˌænθɹəˈpɑɫədʒɪst/",one studying human cultures,人类学家,3
antibiotic,"/ˌæntaɪbaɪˈɑtɪk/, /ˌæntibaɪˈɑtɪk/",a drug to cure infections,抗生素,4
antibody,"/ˈæntiˌbɑdi/, /ˈæntɪˌbɑdi/",substance made by the body,抗体,2
anticipation,"/ænˌtɪsəˈpeɪʃən/, /æntɪsəˈpeɪʃən/",excitement about the future,预期,4
anticlimax,,a less exciting ending,虎头蛇尾,1
anticoagulant,,a drug to keep blood flowing,抗凝物,1
antics,/ˈæntɪks/,funny actions,滑稽动作,2
anticyclone,/ˌæntiˈsaɪˌkɫoʊn/,winds in a high pressure area,反气旋,1
antidepressant,/ˌæntidɪˈpɹɛsənt/,a drug that eases depression,抗抑郁药,2
antidote,"/ˈænɪˌdoʊt/, /ˈæntɪˌdoʊt/",thing that stops bad effects,解毒剂,2
antifreeze,/ˈæntiˌfɹiz/,substance to prevent freezing,防冻液,1
antigen,/ˈæntədʒən/,a bad substance for the body,抗原,1
antihero,,an unusual main character,反英雄,1
antihistamine,/ˌæntiˈhɪstəmən/,a drug to treat allergies,抗组胺药,2
antimony,,a metal that breaks easily,锑,1
antioxidant,/ˌæntiˈɑksədənt/,item that stops food going bad,抗氧化剂,1
antipasto,/ˌæntiˈpɑstoʊ/,the first course of a meal,开胃菜,1
antipathy,/ænˈtɪpəθi/,a strong feeling of dislike,反感,1
antiperspirant,,substance to stop body smells,止汗剂,1
antipodes,/ˌæntɪˌpoʊdiz/,opposite locations on Earth,对映体,1
antiquarian,,of the study of ancient things,古玩,1
antiquary,,one who deals with old things,古董店,1
antique,/ænˈtik/,old and often valuable,古董,4
antiquity,/ænˈtɪkwəti/,ancient objects,古代,3
anti-Semite,,,反犹太主义,1
antiseptic,/ˌæntəˈsɛptɪk/,substance that stops infection,防腐剂,1
antithesis,/ænˈtɪθəsəs/,the exact opposite of,对立,1
antler,/ˈæntɫɝ/,the horn of a deer,鹿角,2
antonym,,a word opposite another word,反义词,4
anvil,/ˈænvəɫ/,a heavy iron block,砧,2
anxiety,/æŋˈzaɪəti/,fear of what might happen,焦虑,4
anxiousness,,a feeling of worry,焦虑,1
aorta,/eɪˈɔɹtə/,a body part for moving blood,主动脉,1
Apache,/əˈpætʃi/,member of a Native American people,阿帕奇,1
apartheid,"/əˈpɑɹˌtaɪd/, /əˈpɑɹˌtaɪt/",a former social system,种族隔离,3
apathy,/ˈæpəθi/,a lack of interest,冷漠,3
ape,/ˈeɪp/,a type of animal,猿,4
aperitif,/əˌpɛɹəˈtif/,a type of alcoholic drink,开胃酒,1
aperture,/ˈæpɝtʃɝ/,an opening that admits light,光圈,1
apex,/ˈeɪˌpɛks/,the highest point of something,顶尖,3
aphid,"/ˈæfəd/, /ˈeɪfəd/",small insect that harm plants,蚜,1
aphorism,/ˈæfɝˌɪzəm/,phrase expressing a wise idea,格言,1
aphrodisiac,/ˌæfɹoʊˈdiziæk/,thing that causes sexual desire,春药,2
aplomb,/əˈpɫɑm/,confidence in a hard situation,沉着,1
apocalypse,/əˈpɑkəˌɫɪps/,a great disaster,启示录,2
apogee,/ˈæpəˌdʒi/,point in the space away from the Earth,远地点,1
apologist,/əˈpɑɫədʒəst/,one who speaks in support,辩护者,1
apology,/əˈpɑɫəˌdʒi/,a poor example,道歉,4
apoplexy,/ˈæpəˌpɫɛksi/,stroke,中风,1
apostate,/əˈpɔsteɪt/,one who abandons his religion,叛教者,1
apostasy,,the act of abandoning a group,叛教,1
apostle,/əˈpɑsəɫ/,one who supports something,使徒,2
apostrophe,/əˈpɑstɹəˌfi/,mark showing missing letters,撇号,2
apothecary,/əˈpɑθəˌkɛɹi/,one who prepared drugs,药剂师,1
apotheosis,/əˌpɑθiˈoʊsəs/,highest part of something,神化,1
app,/ˈæp/,a computer program,应用程序,5
apparatchik,/ˌæpɝˈætʃɪk/,very good organization member,官僚,1
apparatus,/ˌæpɝˈætəs/,a tool for specific activities,仪器,4
apparel,"/əˈpæɹəɫ/, /əˈpɛɹəɫ/",clothing of a kind,服饰,2
apparition,/ˌæpɝˈɪʃən/,a spirit of a dead person,幻影,2
appeal,/əˈpiɫ/,an effort to raise money,上诉,5
appeasement,/əˈpizmənt/,act of trying to please,绥靖政策,4
appellant,/əˈpɛɫɪnt/,someone who appeals a decision,上诉人,3
appellation,/ˌæpəˈɫeɪʃən/,a name or title,称谓,1
appendage,/əˈpɛndɪdʒ/,thing joined to a larger thing,附属物,2
appendectomy,/ˌæpɪnˈdɛktəmi/,surgery to remove an organ,阑尾切除术,2
appendicitis,/əˌpɛnˌdɪˈsaɪtɪz/,a medical condition,阑尾炎,2
appendix,/əˈpɛndɪks/,section of extra information,附录,4
appetite,/ˈæpəˌtaɪt/,a physical desire for food,食欲,4
appetizer,/ˈæpəˌtaɪzɝ/,food served before the meal,开胃菜,2
applause,/əˈpɫɔz/,clapping to show approval,掌声,4
the apple of someone's eye,,one that is loved very much,掌上明珠,1
(as) American as apple pie,,very or typically American,(as) 美国如苹果派,1
in apple-pie order,,arranged perfectly,井然有序,1
apple polisher,,one who tries to get approval,苹果抛光机,1
applesauce,/ˈæpəɫˌsɔs/,thick liquid made from a fruit,苹果酱,2
appliance,/əˈpɫaɪəns/,a device that uses electricity,器具,4
applicability,/ˌæpɫəkəˈbɪɫəti/,the state of being appropriate,适用性,1
applicant,/ˈæpɫɪkənt/,one who asks for something,申请人,4
applicator,/ˈæpɫəˌkeɪtɝ/,a tool used to apply something,涂抹器,1
appliqué,,a type of decoration,贴花,1
appointee,"/əˈpɔɪnti/, /əpɔɪnˈti/",one chosen for a job,被任命者,1
apportionment,/əˈpɔɹʃənmənt/,the act of giving out portions,分配,1
apposition,,an arrangement of words,并置,1
appraisal,/əˈpɹeɪzəɫ/,a thing that states an opinion,评价,4
appraiser,/əˈpɹeɪzɝ/,one who estimates worth,估价师,1
appreciation,/əˌpɹiʃiˈeɪʃən/,a feeling of being grateful,欣赏,4
apprehension,/ˌæpɹɪˈhɛnʃən/,the act of catching,顾虑,3
apprehensiveness,,fear of what may happen,忧虑,1
apprentice,"/əˈpɹɛntəs/, /əˈpɹɛntɪs/",to make someone a pupil,学徒,4
apprenticeship,/əˈpɹɛntəsˌʃɪp/,a training period,学徒制,3
approachability,,a quality of being easy,可接近,1
approbation,/ˌæpɹəˈbeɪʃən/,praise or approval,赞许,1
appropriateness,/əˈpɹoʊpɹiətnəs/,the quality of being suitable,适当性,1
appropriation,/əˌpɹoʊpɹiˈeɪʃən/,act of taking or using a thing,拨款,4
approximation,/əˌpɹɑksəˈmeɪʃən/,an estimate,近似,4
appurtenance,,an object used for a thing,附属物,1
APR,,annual percentage rate,年利率,1
apricot,/ˈeɪpɹəˌkɑt/,a small fruit,杏,2
April,/ˈeɪpɹəɫ/,,四月,4
April Fools' Day,,a day to play tricks,愚人节,1
apron,/ˈeɪpɹən/,the front part of a stage,围裙,4
apse,,a part of a church,后殿,1
aptness,,state of being appropriate,适应性,1
aptitude,/ˈæptəˌtud/,a natural ability to do,资质,4
aqua,"/ˈækwə/, /ˈɑkwə/",pale green and blue color,阿夸,2
aquamarine,/ˌɑkwəmɝˈin/,a pale green stone,蓝晶,1
aquarium,/əˈkwɛɹiəm/,container for fish to live in,水族馆,3
Aquarius,/əˈkwɛɹiəs/,a person born under Aquarius,水瓶座,1
aqueduct,/ˈækwəˌdəkt/,a bridge that carries water,渡槽,1
aquifer,/ˈækwəfɝ/,a layer of rock or sand,含水层,1
Arab,"/ˈæɹəb/, /ˈeɪɹəb/",a member of the Arab people,阿拉伯,3
arabesque,,a complicated design,蔓藤花纹,1
Arabic,"/ˈæɹəbɪk/, /ˈɛɹəbɪk/",language of the Arab people,阿拉伯,3
arachnid,"/əˈɹæknəd/, /ɝˈæknɪd/",a type of animal,蛛形纲动物,2
arbiter,/ˈɑɹbɪtɝ/,a person with power to judge,仲裁者,1
arbitrage,/ˈɑɹbɪˌtɹɑʒ/,trading in different markets,套利,1
arbitrager,/ˈɑɹbɪˌtɹɑʒɝ/,one who buys to then sell,套利者,1
arbitrariness,/ˈɑɹbəˌtɹɛɹinəs/,state of acting without reason,任意性,1
arbitration,/ˌɑɹbɪˈtɹeɪʃən/,process of ending an argument,仲裁,4
arbitrator,/ˈɑɹbɪˌtɹeɪtɝ/,one chosen to settle issues,仲裁人,3
